School,State,Region,SAT-25,SAT-75,ACT-25,ACT-75,Average-GPA,Acceptance-Rate
Malone-University,Ohio,Midwest,1020,1180,19,25,3.3,69%
Art-Academy-of-Cincinnati,Ohio,Midwest,890,1120,18,23,-1,23%
Lake-Erie-College,Ohio,Midwest,970,1160,19,23,-1,56%
Bowling-Green-State-University-Main-Campus,Ohio,Midwest,980,1220,19,24,3.3,73%
Ashland-University,Ohio,Midwest,990,1160,20,25,3.3,77%
Defiance-College,Ohio,Midwest,870,1040,19,24,3.03,65%
The-University-of-Findlay,Ohio,Midwest,1040,1090,20,25,3.3,76%
Mount-Vernon-Nazarene-University,Ohio,Midwest,990,1200,20,25,3.34,78%
Heidelberg-University,Ohio,Midwest,1030,1230,19,25,3.22,79%
Cleveland-State-University,Ohio,Midwest,980,1210,19,25,3.19,64%
Muskingum-University,Ohio,Midwest,880,1120,18,24,3.2,74%
Kent-State-University-at-Kent,Ohio,Midwest,1040,1230,21,25,3.31,85%
Ursuline-College,Ohio,Midwest,950,1200,19,24,3.34,88%
Ohio-Dominican-University,Ohio,Midwest,950,1200,19,24,3.34,81%
Mount-Carmel-College-of-Nursing,Ohio,Midwest,-1,-1,19,23,3.5,82%
University-of-Toledo,Ohio,Midwest,1000,1270,20,26,3.15,93%
Youngstown-State-University,Ohio,Midwest,890,1130,18,24,3.01,71%
Wright-State-University-Main-Campus,Ohio,Midwest,990,1260,19,25,3.19,96%
Central-State-University,Ohio,Midwest,760,910,14,18,2.6,39%
Lourdes-University,Ohio,Midwest,880,1130,18,24,3.09,69%
University-of-Akron-Main-Campus,Ohio,Midwest,970,1260,19,26,3,97%
Cincinnati-Christian-University,Ohio,Midwest,990,1230,18,24,3.12,95%
Wilberforce-University,Ohio,Midwest,720,880,14,18,-1,55%
Wilmington-College,Ohio,Midwest,920,1110,19,22,3.2,93%
Notre-Dame-College,Ohio,Midwest,860,1020,17,21,-1,91%
Urbana-University,Ohio,Midwest,870,1110,18,23,3,91%
Wright-State-University-Lake-Campus,Ohio,Midwest,950,1060,18,23,-1,99%
Herzing-University-Akron-Campus,Ohio,Midwest,-1,-1,-1,-1,-1,93%
Baldwin-Wallace-College,Ohio,Midwest,-1,-1,-1,-1,3.5,60%
Cleveland-Institute-of-Music,Ohio,Midwest,-1,-1,-1,-1,-1,47%
Columbus-College-of-Art-and-Design,Ohio,Midwest,-1,-1,-1,-1,3.12,77%
Denison-University,Ohio,Midwest,-1,-1,-1,-1,3.6,48%
Mercy-College-of-Ohio,Ohio,Midwest,-1,-1,-1,-1,-1,53%
College-of-Mount-St.-Joseph,Ohio,Midwest,-1,-1,-1,-1,3.2,15%
Ohio-Wesleyan-University,Ohio,Midwest,-1,-1,-1,-1,3.4,75%
Tiffin-University,Ohio,Midwest,-1,-1,-1,-1,3.02,93%
Walsh-University,Ohio,Midwest,-1,-1,-1,-1,3.35,80%
Wittenberg-University,Ohio,Midwest,-1,-1,-1,-1,3.4,77%
Herzing-University-Toledo,Ohio,Midwest,-1,-1,-1,-1,-1,94%
University-of-Tulsa,Oklahoma,South,1200,1450,26,32,3.8,44%
Oklahoma-City-University,Oklahoma,South,1040,1280,22,28,3.59,70%
University-of-Oklahoma-Norman-Campus,Oklahoma,South,1130,1400,24,29,3.59,78%
Oklahoma-Christian-University,Oklahoma,South,1060,1290,21,28,3.5,59%
Oklahoma-State-University-Main-Campus,Oklahoma,South,1050,1280,22,27,3.53,75%
Oklahoma-Baptist-University,Oklahoma,South,970,1210,20,25,3.64,61%
Southwestern-Christian-University,Oklahoma,South,930,1250,17,24,-1,48%
Oral-Roberts-University,Oklahoma,South,980,1180,19,24,3.45,64%
Hillsdale-Free-Will-Baptist-College,Oklahoma,South,-1,-1,15,24,-1,51%
East-Central-University,Oklahoma,South,950,1140,18,23,3.3,46%
Northwestern-Oklahoma-State-University,Oklahoma,South,-1,-1,18,22,3.22,48%
University-of-Science-and-Arts-of-Oklahoma,Oklahoma,South,900,1090,19,24,3.43,66%
University-of-Central-Oklahoma,Oklahoma,South,-1,-1,19,24,3.3,70%
Bacone-College,Oklahoma,South,880,1040,15,20,-1,42%
Southeastern-Oklahoma-State-University,Oklahoma,South,-1,-1,18,23,3.27,72%
Oklahoma-Panhandle-State-University,Oklahoma,South,-1,-1,16,21,-1,68%
Southwestern-Oklahoma-State-University,Oklahoma,South,-1,-1,18,24,3.4,92%
Oklahoma-Wesleyan-University,Oklahoma,South,920,1130,18,23,-1,95%
Northeastern-State-University,Oklahoma,South,920,980,19,23,3.31,93%
Rogers-State-University,Oklahoma,South,-1,-1,16,18,-1,82%
Saint-Gregorys-University,Oklahoma,South,-1,-1,-1,-1,3.29,61%
Reed-College,Oregon,West,1340,1510,29,33,3.9,35%
University-of-Portland,Oregon,West,1160,1360,-1,-1,3.63,62%
Corban-University,Oregon,West,1030,1230,21,27,3.57,31%
Willamette-University,Oregon,West,1180,1390,25,30,3.69,78%
University-of-Oregon,Oregon,West,1080,1300,22,27,3.6,74%
Oregon-State-University,Oregon,West,1050,1300,21,28,3.56,78%
George-Fox-University,Oregon,West,1040,1270,21,27,3.56,77%
Oregon-Institute-of-Technology,Oregon,West,1000,1230,19,26,-1,57%
Concordia-University-Portland,Oregon,West,940,1180,19,24,3.42,51%
Linfield-College-McMinnville-Campus,Oregon,West,1030,1230,20,26,3.66,84%
Pacific-University,Oregon,West,1070,1260,21,26,3.6,79%
Portland-State-University,Oregon,West,1010,1220,19,25,3.38,86%
Southern-Oregon-University,Oregon,West,980,1210,19,26,3.3,95%
Northwest-Christian-University,Oregon,West,990,1170,19,23,3.39,68%
Western-Oregon-University,Oregon,West,920,1140,17,22,3.2,88%
Eastern-Oregon-University,Oregon,West,920,1120,18,23,3.1,97%
New-Hope-Christian-College,Oregon,West,-1,-1,-1,-1,-1,96%
Lewis-&-Clark-College,Oregon,West,-1,-1,-1,-1,3.9,63%
Multnomah-University,Oregon,West,-1,-1,-1,-1,3.43,59%
Oregon-College-of-Art-and-Craft,Oregon,West,-1,-1,-1,-1,3,45%
Pacific-Northwest-College-of-Art,Oregon,West,-1,-1,-1,-1,-1,81%
Warner-Pacific-College,Oregon,West,-1,-1,-1,-1,3.17,51%
University-of-Pennsylvania,Pennsylvania,Northeast,1450,1580,31,34,3.9,10%
Swarthmore-College,Pennsylvania,Northeast,1410,1550,30,34,-1,12%
Carnegie-Mellon-University,Pennsylvania,Northeast,1440,1570,31,34,3.69,24%
Haverford-College,Pennsylvania,Northeast,1400,1560,31,34,-1,25%
Bucknell-University,Pennsylvania,Northeast,1290,1460,28,32,3.54,25%
Lafayette-College,Pennsylvania,Northeast,1280,1460,27,31,3.46,30%
Lehigh-University,Pennsylvania,Northeast,1300,1470,29,32,-1,30%
Villanova-University,Pennsylvania,Northeast,1280,1470,29,32,3.86,48%
Penn-State-Main-Campus,Pennsylvania,Northeast,1170,1380,25,29,3.59,51%
University-of-Pittsburgh-Pittsburgh-Campus,Pennsylvania,Northeast,1250,1430,26,31,3.97,54%
Eastern-University,Pennsylvania,Northeast,1000,1200,18,27,3.44,52%
University-of-the-Sciences,Pennsylvania,Northeast,1140,1310,22,28,3.61,58%
Elizabethtown-College,Pennsylvania,Northeast,1080,1300,23,28,-1,71%
Arcadia-University,Pennsylvania,Northeast,1080,1270,22,27,3.65,59%
University-of-Scranton,Pennsylvania,Northeast,1110,1300,22,28,3.37,72%
West-Chester-University-of-Pennsylvania,Pennsylvania,Northeast,1060,1230,21,26,3.52,59%
York-College-Pennsylvania,Pennsylvania,Northeast,1030,1220,20,25,3.54,43%
Drexel-University,Pennsylvania,Northeast,1160,1370,25,30,3.6,75%
Duquesne-University,Pennsylvania,Northeast,1120,1280,23,28,3.7,76%
Geneva-College,Pennsylvania,Northeast,980,1240,21,27,-1,73%
Messiah-College,Pennsylvania,Northeast,1090,1310,21,28,3.73,79%
Saint-Vincent-College,Pennsylvania,Northeast,1020,1230,20,26,3.53,70%
DeSales-University,Pennsylvania,Northeast,980,1250,21,28,-1,78%
Misericordia-University,Pennsylvania,Northeast,1050,1210,22,27,3.3,71%
Philadelphia-University,Pennsylvania,Northeast,1060,1250,21,26,3.43,64%
The-University-of-the-Arts,Pennsylvania,Northeast,1000,1230,19,27,-1,74%
Lycoming-College,Pennsylvania,Northeast,1000,1200,20,25,3.44,71%
Saint-Francis-University,Pennsylvania,Northeast,1020,1230,21,26,3.57,74%
Cedar-Crest-College,Pennsylvania,Northeast,910,1150,19,26,3.26,67%
Wilson-College,Pennsylvania,Northeast,900,1130,18,22,-1,45%
Delaware-Valley-University,Pennsylvania,Northeast,950,1180,18,25,3.51,69%
Gannon-University,Pennsylvania,Northeast,1000,1200,20,25,3.52,76%
Marywood-University,Pennsylvania,Northeast,1020,1190,-1,-1,3.36,71%
Robert-Morris-University,Pennsylvania,Northeast,1020,1220,20,26,3.46,78%
Widener-University-Main-Campus,Pennsylvania,Northeast,1010,1190,21,25,3.4,68%
Moravian-College-and-Moravian-Theological-Seminary,Pennsylvania,Northeast,1000,1160,19,23,3.38,75%
Westminster-College,Pennsylvania,Northeast,1020,1140,20,26,3.46,94%
Penn-State-Harrisburg,Pennsylvania,Northeast,1000,1240,20,26,3.08,85%
Slippery-Rock-University-of-Pennsylvania,Pennsylvania,Northeast,990,1160,19,24,3.4,68%
Bryn-Athyn-College-of-the-New-Church,Pennsylvania,Northeast,880,1170,18,23,-1,42%
Millersville-University-of-Pennsylvania,Pennsylvania,Northeast,980,1170,19,24,-1,73%
University-of-Pittsburgh-Greensburg,Pennsylvania,Northeast,1010,1180,20,25,3.46,71%
La-Salle-University,Pennsylvania,Northeast,970,1170,18,23,3.29,75%
Point-Park-University,Pennsylvania,Northeast,960,1170,19,25,3.21,71%
Lancaster-Bible-College,Pennsylvania,Northeast,970,1200,19,23,-1,68%
Penn-State-Erie-Behrend-College,Pennsylvania,Northeast,1010,1240,20,25,3.25,87%
Waynesburg-University,Pennsylvania,Northeast,990,1160,20,26,3.57,86%
Wilkes-University,Pennsylvania,Northeast,1010,1240,-1,-1,-1,82%
University-of-Pittsburgh-Johnstown,Pennsylvania,Northeast,990,1190,20,25,3.4,81%
Penn-State-Lehigh-Valley,Pennsylvania,Northeast,970,1210,19,27,2.98,86%
Penn-State-Dubois,Pennsylvania,Northeast,910,1150,21,25,-1,85%
University-of-Pittsburgh-Bradford,Pennsylvania,Northeast,970,1150,18,23,3.18,63%
Alvernia-University,Pennsylvania,Northeast,980,1160,19,24,3.27,74%
Penn-State-Berks,Pennsylvania,Northeast,930,1170,18,25,3.02,85%
Valley-Forge-Christian-College,Pennsylvania,Northeast,870,1130,18,26,-1,95%
Penn-State-Wilkes-Barre,Pennsylvania,Northeast,960,1160,18,26,-1,88%
Penn-State-Hazleton,Pennsylvania,Northeast,920,1140,17,25,-1,84%
Penn-State-Greater-Allegheny,Pennsylvania,Northeast,870,1150,20,25,-1,79%
Immaculata-University,Pennsylvania,Northeast,950,1170,20,23,3.23,79%
Penn-State-Altoona,Pennsylvania,Northeast,980,1160,20,24,3.04,89%
Penn-State-York,Pennsylvania,Northeast,990,1260,21,26,-1,86%
East-Stroudsburg-University-of-Pennsylvania,Pennsylvania,Northeast,920,1110,18,24,-1,84%
Penn-State-Mont-Alto,Pennsylvania,Northeast,920,1140,17,24,-1,79%
Rosemont-College,Pennsylvania,Northeast,860,1100,15,20,3.2,71%
Gwynedd-Mercy-College,Pennsylvania,Northeast,910,1100,18,22,3.23,68%
Penn-State-Brandywine,Pennsylvania,Northeast,940,1140,18,26,-1,83%
Bloomsburg-University-of-Pennsylvania,Pennsylvania,Northeast,960,1160,18,23,3.3,88%
Holy-Family-University,Pennsylvania,Northeast,910,1090,-1,-1,3.06,74%
Penn-State-Abington,Pennsylvania,Northeast,930,1170,19,25,3.12,82%
Philadelphia-Biblical-University-Langhorne,Pennsylvania,Northeast,940,1180,18,24,3.23,99%
Shippensburg-University-of-Pennsylvania,Pennsylvania,Northeast,960,1150,18,23,3.2,89%
Penn-State-Shenango,Pennsylvania,Northeast,900,1120,19,22,-1,68%
Penn-State-Beaver,Pennsylvania,Northeast,960,1190,18,24,-1,82%
Thiel-College,Pennsylvania,Northeast,910,1110,17,21,3.07,61%
Carlow-University,Pennsylvania,Northeast,950,1140,19,23,-1,81%
Kutztown-University-of-Pennsylvania,Pennsylvania,Northeast,940,1130,17,22,3.17,82%
Penn-State-Schuylkill,Pennsylvania,Northeast,910,1110,16,19,2.75,73%
Mansfield-University-of-Pennsylvania,Pennsylvania,Northeast,920,1140,17,22,3.31,89%
Indiana-University-of-Pennsylvania-Main-Campus,Pennsylvania,Northeast,940,1140,17,22,-1,88%
Penn-State-Worthington-Scranton,Pennsylvania,Northeast,930,1150,17,21,-1,81%
Chestnut-Hill-College,Pennsylvania,Northeast,940,1160,17,24,3.24,93%
Penn-State-New-Kensington,Pennsylvania,Northeast,960,1150,19,23,-1,79%
California-University-of-Pennsylvania,Pennsylvania,Northeast,900,1100,17,22,3.1,85%
Edinboro-University-of-Pennsylvania,Pennsylvania,Northeast,920,1120,17,23,3.14,96%
La-Roche-College,Pennsylvania,Northeast,910,1120,17,23,3.19,95%
Mount-Aloysius-College,Pennsylvania,Northeast,940,1100,17,21,3.3,73%
Neumann-University,Pennsylvania,Northeast,900,1070,17,21,2.88,91%
Lock-Haven-University,Pennsylvania,Northeast,930,1130,17,22,3.28,92%
Penn-State-Fayette-Eberly-Campus,Pennsylvania,Northeast,880,1100,17,22,-1,81%
Clarion-University-of-Pennsylvania,Pennsylvania,Northeast,920,1100,17,22,3.21,96%
Keystone-College,Pennsylvania,Northeast,880,1080,16,22,-1,98%
Lincoln-University-of-Pennsylvania,Pennsylvania,Northeast,830,1010,15,19,2.8,91%
Albright-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.33,49%
Allegheny-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.74,68%
Baptist-Bible-College-and-Seminary,Pennsylvania,Northeast,-1,-1,-1,-1,3.31,61%
Cabrini-College,Pennsylvania,Northeast,-1,-1,-1,-1,3,72%
Chatham-University,Pennsylvania,Northeast,-1,-1,-1,-1,3.6,55%
Dickinson-College,Pennsylvania,Northeast,-1,-1,-1,-1,-1,47%
Franklin-and-Marshall-College,Pennsylvania,Northeast,-1,-1,-1,-1,-1,32%
Gettysburg-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.4,40%
Juniata-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.74,77%
King's-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.34,72%
Lebanon-Valley-College,Pennsylvania,Northeast,-1,-1,-1,-1,-1,72%
Mercyhurst-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.37,80%
Muhlenberg-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.29,48%
Pennsylvania-Academy-of-the-Fine-Arts,Pennsylvania,Northeast,-1,-1,-1,-1,-1,98%
Pennsylvania-College-of-Art-and-Design,Pennsylvania,Northeast,-1,-1,-1,-1,-1,40%
Saint-Joseph's-University,Pennsylvania,Northeast,-1,-1,-1,-1,3.51,82%
Seton-Hill-University,Pennsylvania,Northeast,-1,-1,-1,-1,3.54,76%
Susquehanna-University,Pennsylvania,Northeast,-1,-1,-1,-1,3.33,76%
Temple-University,Pennsylvania,Northeast,-1,-1,-1,-1,3.41,56%
Ursinus-College,Pennsylvania,Northeast,-1,-1,-1,-1,-1,83%
Washington-&-Jefferson-College,Pennsylvania,Northeast,-1,-1,-1,-1,3.33,43%
Pennsylvania-College-of-Health-Sciences,Pennsylvania,Northeast,-1,-1,-1,-1,-1,53%
Brown-University,Rhode-Island,Northeast,1440,1580,31,34,-1,9%
Rhode-Island-School-of-Design,Rhode-Island,Northeast,1230,1470,25,32,3.5,37%
University-of-Rhode-Island,Rhode-Island,Northeast,1050,1240,22,26,3.3,74%
Rhode-Island-College,Rhode-Island,Northeast,890,1110,16,21,-1,72%
Bryant-University,Rhode-Island,Northeast,-1,-1,-1,-1,3.3,72%
Johnson-&-Wales-University-Providence,Rhode-Island,Northeast,-1,-1,-1,-1,3.12,82%
Providence-College,Rhode-Island,Northeast,-1,-1,-1,-1,3.37,57%
Roger-Williams-University,Rhode-Island,Northeast,-1,-1,-1,-1,3.23,78%
Salve-Regina-University,Rhode-Island,Northeast,-1,-1,-1,-1,3.2,73%
Clemson-University,South-Carolina-,South,1220,1410,27,31,4.18,51%
University-of-South--Columbia,South-Carolina-,South,1180,1350,25,30,4.15,65%
Columbia-International-University,South-Carolina-,South,1020,1200,20,26,3.66,34%
Wofford-College,South-Carolina-,South,1140,1330,23,29,3.54,72%
Presbyterian-College,South-Carolina-,South,1030,1260,20,27,3.47,62%
North-Greenville-University,South-Carolina-,South,1010,1390,20,29,3.4,58%
Anderson-University,South-Carolina-,South,1040,1260,21,26,3.5,55%
College-of-Charleston,South-Carolina-,South,1110,1280,23,28,3.84,77%
Winthrop-University,South-Carolina-,South,990,1200,20,26,3.81,67%
Citadel-Military-College-of-South-,South-Carolina-,South,1050,1230,21,25,3.53,77%
Erskine-College-and-Seminary,South-Carolina-,South,970,1180,18,24,3,64%
Coker-College,South-Carolina-,South,950,1140,18,22,2.97,50%
Charleston-Southern-University,South-Carolina-,South,990,1180,20,25,-1,60%
Coastal-Carolina-University,South-Carolina-,South,990,1150,20,24,3.4,60%
University-of-South--Aiken,South-Carolina-,South,960,1150,18,23,3.58,57%
Limestone-College,South-Carolina-,South,890,1090,16,21,3.18,46%
Claflin-University,South-Carolina-,South,810,970,15,19,3.28,41%
Newberry-College,South-Carolina-,South,940,1140,18,22,3.32,56%
University-of-South--Upstate,South-Carolina-,South,930,1110,18,22,3.7,56%
Francis-Marion-University,South-Carolina-,South,900,1110,17,22,3.61,59%
Lander-University,South-Carolina-,South,890,1100,17,22,3.66,62%
University-of-South--Beaufort,South-Carolina-,South,910,1100,17,22,3.3,63%
Southern-Wesleyan-University,South-Carolina-,South,-1,-1,-1,-1,-1,62%
Furman-University,South-Carolina-,South,-1,-1,-1,-1,-1,64%
South--State-University,South-Carolina-,South,770,920,14,17,2.9,95%
Voorhees-College,South-Carolina-,South,-1,-1,-1,-1,2.72,93%
Augustana-College,South-Dakota,SouthDakota,1080,1370,23,28,3.69,65%
South-Dakota-School-of-Mines-and-Technology,South-Dakota,SouthDakota,1130,1360,24,29,3.5,84%
Mount-Marty-College,South-Dakota,SouthDakota,-1,-1,19,25,3.43,73%
South-Dakota-State-University,South-Dakota,SouthDakota,980,1230,20,26,3.32,92%
University-of-South-Dakota,South-Dakota,SouthDakota,1000,1240,20,25,3.36,74%
Northern-State-University,South-Dakota,SouthDakota,940,1120,19,25,3.14,72%
University-of-Sioux-Falls,South-Dakota,SouthDakota,990,1160,20,25,-1,92%
Dakota-Wesleyan-University,South-Dakota,SouthDakota,870,1110,18,24,-1,74%
Dakota-State-University,South-Dakota,SouthDakota,960,1200,20,25,3.1,81%
Presentation-College,South-Dakota,SouthDakota,890,1080,18,21,-1,62%
Black-Hills-State-University,South-Dakota,SouthDakota,950,1150,19,23,-1,84%
Vanderbilt-University,Tennessee,South,1480,1590,32,35,3.76,12%
Rhodes-College,Tennessee,South,1250,1430,27,32,3.78,47%
Lipscomb-University,Tennessee,South,1090,1330,23,29,3.56,61%
Baptist-Memorial-College-of-Health-Sciences,Tennessee,South,1180,1260,23,27,3.42,55%
Christian-Brothers-University,Tennessee,South,-1,-1,21,27,3.73,46%
Union-University,Tennessee,South,1070,1360,22,29,3.67,69%
Aquinas-College,Tennessee,South,1070,1410,21,26,3.5,52%
Bryan-College,Tennessee,South,950,1160,19,25,-1,46%
Johnson-University,Tennessee,South,980,1270,19,25,3.27,58%
The-University-of-Tennessee,Tennessee,South,1130,1320,24,30,3.85,76%
Milligan-College,Tennessee,South,1020,1250,22,26,3.6,67%
Belmont-University,Tennessee,South,1120,1310,23,28,3.6,80%
King-College,Tennessee,South,910,1170,19,25,3.4,44%
Tennessee-Technological-University,Tennessee,South,990,1270,21,27,3.5,68%
Carson-Newman-College,Tennessee,South,960,1170,19,26,3.4,59%
Maryville-College,Tennessee,South,960,1170,20,26,3.45,67%
University-of-Memphis,Tennessee,South,970,1210,19,25,3.33,40%
Watkins-College-of-Art-Design-&-Film,Tennessee,South,970,1330,18,24,3.2,70%
Lincoln-Memorial-University,Tennessee,South,1060,1120,19,27,3.44,74%
Middle-Tennessee-State-University,Tennessee,South,1010,1310,19,25,3.35,73%
Tennessee-Wesleyan-College,Tennessee,South,920,1100,19,25,3.25,65%
Trevecca-Nazarene-University,Tennessee,South,970,1200,19,25,3.3,73%
The-University-of-Tennessee-Martin,Tennessee,South,-1,-1,20,25,3.44,70%
Lee-University,Tennessee,South,980,1250,21,27,3.53,85%
Freed-Hardeman-University,Tennessee,South,1060,1230,21,27,3.53,92%
East-Tennessee-State-University,Tennessee,South,920,1200,20,26,3.3,79%
Cumberland-University,Tennessee,South,950,1130,19,23,3.3,49%
The-University-of-Tennessee-at-Chattanooga,Tennessee,South,990,1220,21,26,3.37,79%
Hiwassee-College,Tennessee,South,810,1190,17,23,-1,59%
Visible-Music-College,Tennessee,South,890,1380,16,24,-1,94%
Austin-Peay-State-University,Tennessee,South,1080,1270,19,24,3.2,88%
Tusculum-College,Tennessee,South,910,1110,18,23,3.1,69%
Fisk-University,Tennessee,South,890,1160,17,23,2.98,81%
Bethel-University,Tennessee,South,880,1110,17,22,2.9,84%
Lane-College,Tennessee,South,740,860,14,17,2.8,55%
O'More-College-of-Design,Tennessee,South,-1,-1,-1,-1,-1,47%
Sewanee-The-University-of-the-South,Tennessee,South,-1,-1,-1,-1,3.6,41%
Rice-University,Texas,South,1460,1580,32,35,-1,16%
The-University-of-Texas-at-Austin,Texas,South,1240,1480,26,32,-1,39%
Trinity-University,Texas,South,1230,1420,27,32,3.5,48%
Texas-Christian-University,Texas,South,1160,1350,25,30,-1,43%
Baylor-University,Texas,South,1200,1390,25,30,-1,44%
Southern-Methodist-University,Texas,South,1290,1480,28,32,3.7,49%
Southwestern-University,Texas,South,1120,1330,23,29,-1,44%
Austin-College,Texas,South,1150,1350,22,28,3.56,54%
University-of-Dallas,Texas,South,1160,1380,24,30,3.82,64%
Texas-A-&-M-University-College-Station,Texas,South,1130,1380,25,30,-1,67%
LeTourneau-University,Texas,South,1090,1340,22,29,3.62,45%
The-University-of-Texas-at-Dallas,Texas,South,1220,1430,25,31,3.9,61%
Abilene-Christian-University,Texas,South,1020,1250,22,27,3.58,50%
Dallas-Baptist-University,Texas,South,1110,1280,19,24,3.5,42%
Houston-Baptist-University,Texas,South,1040,1220,20,26,-1,33%
Texas-Tech-University,Texas,South,1100,1280,23,27,-1,63%
University-of-Houston,Texas,South,1130,1310,23,28,-1,60%
St.-Mary's-University,Texas,South,1010,1200,20,25,3.4,55%
Saint-Edward's-University,Texas,South,1110,1280,23,27,-1,77%
Hardin-Simmons-University,Texas,South,1000,1200,19,25,3.63,60%
Texas-A-&-M-University-Galveston,Texas,South,1100,1270,22,26,-1,55%
Texas-Lutheran-University,Texas,South,1000,1170,19,23,3.7,51%
University-of-North-Texas,Texas,South,1070,1270,21,26,-1,70%
Texas-State-University,Texas,South,1010,1180,21,25,-1,71%
Texas-A-&-M-University-Commerce,Texas,South,940,1150,18,24,-1,47%
The-University-of-Texas-at-Arlington,Texas,South,990,1240,20,26,-1,66%
Southwestern-Assemblies-of-God-University,Texas,South,880,1130,18,23,-1,28%
The-University-of-Texas-at-Tyler,Texas,South,1040,1230,20,25,3.4,64%
East-Texas-Baptist-University,Texas,South,990,1170,18,23,3.33,55%
University-of-St-Thomas,Texas,South,1060,1280,22,27,3.61,78%
Texas-Wesleyan-University,Texas,South,1000,1160,19,23,3.31,46%
Stephen-F-Austin-State-University,Texas,South,970,1170,19,24,-1,62%
Tarleton-State-University,Texas,South,930,1130,18,23,-1,50%
University-of-Mary-Hardin-Baylor,Texas,South,1010,1190,20,26,3.56,80%
Texas-A-&-M-International-University,Texas,South,900,1100,16,20,-1,48%
Sam-Houston-State-University,Texas,South,970,1160,19,24,-1,73%
Southwestern-Adventist-University,Texas,South,770,1010,17,22,3.3,49%
West-Texas-A-&-M-University,Texas,South,940,1150,18,23,-1,67%
Dallas-Christian-College,Texas,South,750,1100,15,20,-1,51%
McMurry-University,Texas,South,870,1050,16,21,3.52,53%
Lubbock-Christian-University,Texas,South,950,1190,19,25,3.37,96%
The-University-of-Texas-at-San-Antonio,Texas,South,1010,1210,20,25,-1,78%
Midwestern-State-University,Texas,South,980,1150,19,24,3.43,76%
Huston-Tillotson-University,Texas,South,770,980,14,18,2.8,47%
Texas-A-&-M-University-Texarkana,Texas,South,940,1150,19,24,-1,71%
Texas-Southern-University,Texas,South,810,990,15,19,2.96,51%
Concordia-University-Texas,Texas,South,970,1160,19,24,3.3,82%
Lamar-University,Texas,South,940,1140,18,24,-1,79%
Our-Lady-of-the-Lake-University-San-Antonio,Texas,South,900,1090,17,22,-1,68%
Howard-Payne-University,Texas,South,930,1140,18,23,3.5,85%
Schreiner-University,Texas,South,970,1160,19,24,3.52,90%
Angelo-State-University,Texas,South,950,1140,18,23,-1,77%
Texas-A-&-M-University-Corpus-Christi,Texas,South,950,1150,17,23,-1,84%
The-University-of-Texas-Pan-American,Texas,South,920,1130,17,21,-1,82%
University-of-the-Incarnate-Word,Texas,South,940,1130,18,23,3.48,92%
Paul-Quinn-College,Texas,South,760,930,14,18,2.79,60%
Texas-Woman's-University,Texas,South,910,1130,17,23,3.25,86%
The-University-of-Texas-of-the-Permian-Basin,Texas,South,960,1140,18,22,-1,84%
Texas-A-&-M-University-Kingsville,Texas,South,920,1130,17,22,3.3,82%
Wayland-Baptist-University,Texas,South,850,1080,16,23,3.24,99%
University-of-Houston-Downtown,Texas,South,890,1070,16,20,-1,78%
Prairie-View-A-&-M-University,Texas,South,850,1010,16,20,3.02,86%
Sul-Ross-State-University,Texas,South,830,1010,15,20,3.06,80%
Baptist-Missionary-Association-Theological-Seminary,Texas,South,-1,-1,-1,-1,-1,70%
University-of-Houston-Victoria,Texas,South,-1,-1,-1,-1,-1,53%
Northwood-University-Texas,Texas,South,-1,-1,-1,-1,3.35,86%
Brigham-Young-University-Provo,Utah,West,1220,1420,27,31,3.8,48%
University-of-Utah,Utah,West,1090,1370,21,28,3.55,81%
Westminster-College,Utah,West,1080,1310,22,27,3.5,96%
Southern-Utah-University,Utah,West,990,1230,20,27,3.5,72%
Utah-State-University,Utah,West,1030,1280,20,27,3.46,97%
Middlebury-College,Vermont,Northeast,1350,1540,29,33,-1,17%
University-of-Vermont,Vermont,Northeast,1170,1360,25,30,-1,71%
Champlain-College,Vermont,Northeast,1100,1320,23,29,3.04,66%
Southern-Vermont-College,Vermont,Northeast,880,1070,17,20,2.8,63%
Castleton-State-College,Vermont,Northeast,930,1140,18,23,2.9,97%
Johnson-State-College,Vermont,Northeast,960,1170,14,22,-1,95%
Lyndon-State-College,Vermont,Northeast,920,1130,16,20,-1,98%
Bennington-College,Vermont,Northeast,-1,-1,-1,-1,3.5,63%
Green-Mountain-College,Vermont,Northeast,-1,-1,-1,-1,2.7,66%
Marlboro-College,Vermont,Northeast,-1,-1,-1,-1,3.11,94%
Norwich-University,Vermont,Northeast,-1,-1,-1,-1,3.04,57%
Saint-Michael's-College,Vermont,Northeast,-1,-1,-1,-1,3.46,76%
College-of-St-Joseph,Vermont,Northeast,-1,-1,-1,-1,-1,71%
Sterling-College,Vermont,Northeast,-1,-1,-1,-1,-1,70%
Vermont-Technical-College,Vermont,Northeast,-1,-1,-1,-1,3.01,85%
University-of-Virginia-Main-Campus,Virginia,South,1320,1510,29,33,4.22,30%
Washington-and-Lee-University,Virginia,South,1390,1510,30,33,-1,24%
